hpoID,Batch_Size,lr,Dropout_Rate,Weight_Decay_Beta1,Epsilon,FC_Size
23566,128,3e-05,0.5,0.8,1.0,256
23567,256,3e-06,0.3,0.9,1.0,192
23568,64,3e-06,0.5,0.95,0.1,192
23569,256,0.0003,0.7,0.95,1.0,192
23570,64,3e-05,0.7,0.9,0.1,128
23571,256,3e-05,0.3,0.9,0.1,128
23572,128,3e-06,0.7,0.9,0.1,256
23573,128,3e-05,0.7,0.8,0.1,64
23574,64,3e-05,0.3,0.95,0.1,256
23575,128,3e-06,0.5,0.95,1.0,256
23576,128,3e-05,0.7,0.8,1.0,256
23577,128,3e-06,0.5,0.8,0.1,256
23578,128,3e-06,0.7,0.8,0.1,128
23579,192,0.0003,0.3,0.9,1e-08,192
23580,64,3e-06,0.5,0.95,1.0,64
23581,256,3e-05,0.5,0.9,1.0,256
23582,64,3e-06,0.3,0.9,1.0,64
23583,128,3e-06,0.5,0.8,1.0,192
23584,64,3e-06,0.5,0.9,0.1,128
23585,128,0.0003,0.7,0.9,0.1,128
23586,256,3e-05,0.3,0.8,0.1,128
23587,256,3e-06,0.3,0.8,1.0,128
23588,256,3e-06,0.3,0.8,1.0,256
23589,192,3e-06,0.7,0.9,0.1,128
23590,128,3e-06,0.7,0.9,1e-08,256
23591,64,3e-06,0.5,0.8,1.0,128
23592,192,0.0003,0.5,0.95,1e-08,192
23593,64,0.0003,0.3,0.8,0.1,192
23594,192,3e-05,0.7,0.95,1e-08,128
23595,256,3e-05,0.5,0.9,1.0,64
23596,256,3e-05,0.3,0.9,0.1,128
23597,64,0.0003,0.3,0.8,0.1,64
23598,192,3e-06,0.7,0.8,1e-08,64
23599,256,3e-06,0.5,0.9,1e-08,192
23600,128,3e-06,0.5,0.95,1e-08,128
23601,128,0.0003,0.3,0.8,0.1,64
23602,128,3e-05,0.7,0.8,1.0,192
23603,128,3e-06,0.7,0.95,0.1,128
23604,256,3e-05,0.7,0.95,0.1,256
23605,128,3e-06,0.3,0.9,0.1,128
23606,64,0.0003,0.5,0.95,0.1,256
23607,192,0.0003,0.7,0.8,0.1,128
23608,128,0.0003,0.7,0.95,0.1,64
23609,64,3e-05,0.5,0.9,1.0,64
23610,128,3e-05,0.7,0.8,1.0,192
23611,256,3e-05,0.7,0.9,0.1,64
23612,128,3e-05,0.3,0.8,0.1,64
23613,64,3e-05,0.5,0.8,1e-08,128
23614,128,0.0003,0.7,0.95,0.1,256
23615,256,3e-05,0.5,0.8,0.1,128
23616,256,3e-05,0.5,0.8,1e-08,128
23617,128,3e-05,0.5,0.8,1e-08,256
23618,128,3e-05,0.5,0.9,1.0,64
23619,128,3e-05,0.5,0.8,1e-08,128
23620,256,3e-05,0.5,0.8,1e-08,128
23621,192,3e-05,0.5,0.9,0.1,256
23622,64,0.0003,0.5,0.95,0.1,256
23623,256,0.0003,0.3,0.8,1.0,128
23624,64,3e-06,0.7,0.95,1e-08,128
23625,64,3e-05,0.3,0.95,1.0,192
23626,128,3e-06,0.3,0.9,1.0,128
23627,128,3e-06,0.3,0.9,1.0,192
23628,64,0.0003,0.7,0.9,0.1,64
23629,256,0.0003,0.3,0.9,1.0,64
23630,64,0.0003,0.3,0.8,0.1,256
23631,128,3e-06,0.7,0.9,1.0,256
23632,64,3e-05,0.7,0.95,0.1,192
23633,256,3e-06,0.7,0.9,0.1,64
23634,256,3e-06,0.5,0.8,1.0,128
23635,128,3e-05,0.5,0.9,1e-08,256
23636,64,3e-05,0.3,0.8,1.0,256
23637,256,3e-05,0.5,0.9,0.1,128
23638,64,3e-06,0.3,0.95,0.1,256
23639,256,3e-05,0.7,0.95,1e-08,64
23640,128,3e-05,0.3,0.8,1e-08,128
23641,192,3e-06,0.7,0.9,1.0,128
23642,256,3e-05,0.7,0.95,0.1,192
23643,128,3e-05,0.3,0.9,1e-08,128
23644,64,3e-06,0.3,0.8,1e-08,256
23645,64,0.0003,0.3,0.95,1e-08,64
23646,128,0.0003,0.5,0.8,1.0,128
23647,256,3e-06,0.3,0.8,1.0,256
23648,64,0.0003,0.5,0.95,1e-08,256
23649,64,3e-06,0.5,0.8,0.1,64
23650,128,3e-05,0.7,0.9,0.1,64
23651,192,3e-05,0.3,0.9,1.0,256
23652,192,3e-06,0.5,0.9,1e-08,192
23653,128,0.0003,0.7,0.95,1.0,64
23654,128,0.0003,0.5,0.8,0.1,64
23655,256,0.0003,0.7,0.8,1e-08,192
23656,64,3e-05,0.7,0.8,1e-08,64
23657,64,3e-06,0.7,0.8,1e-08,256
23658,256,3e-06,0.5,0.95,0.1,128
23659,64,3e-06,0.5,0.8,1e-08,192
23660,192,3e-06,0.5,0.95,1.0,256
23661,256,3e-05,0.5,0.9,1e-08,192
23662,64,3e-05,0.7,0.9,1.0,192
23663,128,0.0003,0.7,0.9,0.1,192
23664,64,0.0003,0.3,0.8,1.0,128
23665,128,3e-06,0.3,0.9,0.1,192
23666,64,3e-05,0.3,0.9,1e-08,256
23667,128,0.0003,0.3,0.9,1.0,256
23668,256,0.0003,0.3,0.95,1.0,256
23669,64,3e-05,0.5,0.8,1e-08,64
23670,256,0.0003,0.3,0.95,1e-08,64
23671,256,0.0003,0.7,0.9,1.0,64
23672,64,0.0003,0.7,0.95,0.1,128
23673,192,3e-06,0.7,0.9,1e-08,256
23674,64,3e-06,0.5,0.9,0.1,64
23675,128,0.0003,0.7,0.9,1.0,256
23676,64,0.0003,0.7,0.9,1e-08,256
23677,256,0.0003,0.3,0.95,1e-08,128
23678,192,3e-05,0.3,0.95,1.0,64
23679,128,3e-05,0.5,0.8,1.0,192
23680,192,3e-06,0.5,0.95,1e-08,64
23681,192,3e-06,0.5,0.9,0.1,64
23682,128,0.0003,0.3,0.9,1e-08,256
23683,128,0.0003,0.5,0.95,0.1,192
23684,192,3e-06,0.7,0.95,0.1,192
23685,128,0.0003,0.7,0.8,1.0,256
23686,64,3e-05,0.5,0.8,1.0,64
23687,64,3e-06,0.3,0.95,1e-08,64
23688,64,3e-05,0.3,0.95,0.1,192
23689,128,0.0003,0.3,0.95,1e-08,128
23690,256,3e-06,0.5,0.95,1.0,128
23691,128,3e-05,0.7,0.95,1e-08,64
23692,256,3e-05,0.7,0.9,0.1,256
23693,64,3e-06,0.3,0.9,0.1,256
23694,256,3e-05,0.5,0.9,0.1,128
23695,256,3e-06,0.7,0.95,1e-08,256
23696,64,3e-05,0.5,0.95,1e-08,64
23697,128,3e-06,0.7,0.9,0.1,256
23698,64,3e-05,0.3,0.8,1.0,192
23699,192,0.0003,0.5,0.95,1e-08,256
23700,128,0.0003,0.3,0.95,1.0,192
23701,256,3e-05,0.7,0.9,1.0,192
23702,128,3e-06,0.3,0.9,1.0,192
23703,192,3e-05,0.7,0.95,0.1,64
23704,256,0.0003,0.5,0.9,0.1,128
23705,192,0.0003,0.5,0.95,1.0,256
23706,256,0.0003,0.5,0.9,1e-08,256
23707,64,3e-06,0.3,0.9,1e-08,256
23708,64,0.0003,0.3,0.9,0.1,256
23709,256,3e-05,0.5,0.9,0.1,128
23710,256,0.0003,0.3,0.8,0.1,192
23711,64,3e-05,0.5,0.8,1e-08,256
23712,128,0.0003,0.3,0.8,1e-08,64
23713,64,0.0003,0.5,0.9,1.0,256
23714,128,3e-05,0.3,0.9,0.1,192
23715,128,0.0003,0.7,0.9,1.0,192
23716,128,3e-05,0.7,0.95,1e-08,128
23717,128,0.0003,0.5,0.8,0.1,192
23718,256,3e-06,0.5,0.8,1.0,256
23719,64,0.0003,0.5,0.9,1e-08,128
23720,128,3e-06,0.5,0.9,1e-08,64
23721,192,3e-05,0.7,0.95,1.0,128
23722,64,3e-05,0.7,0.9,0.1,64
23723,192,3e-05,0.3,0.9,1e-08,128
23724,256,0.0003,0.3,0.9,0.1,192
23725,192,3e-05,0.3,0.9,1e-08,256
23726,64,0.0003,0.3,0.9,1e-08,128
23727,128,0.0003,0.7,0.95,1e-08,128
23728,64,3e-05,0.3,0.95,0.1,128
23729,64,3e-05,0.7,0.8,1e-08,256
23730,64,3e-06,0.7,0.9,1.0,64
23731,256,3e-06,0.3,0.9,0.1,256
23732,128,0.0003,0.5,0.8,0.1,256
23733,128,0.0003,0.3,0.95,1.0,192
23734,192,0.0003,0.3,0.8,0.1,64
23735,128,0.0003,0.5,0.95,1.0,128
23736,256,3e-06,0.5,0.9,0.1,256
23737,192,0.0003,0.5,0.8,1e-08,256
23738,128,3e-06,0.7,0.95,0.1,128
23739,192,0.0003,0.7,0.8,0.1,192
23740,128,3e-06,0.3,0.95,0.1,64
23741,64,3e-06,0.7,0.95,1e-08,256
23742,256,3e-05,0.5,0.8,0.1,192
23743,64,3e-06,0.5,0.8,1.0,64
23744,128,0.0003,0.5,0.9,1.0,192
23745,192,0.0003,0.7,0.95,1e-08,192
23746,256,3e-05,0.7,0.95,1e-08,64
23747,192,3e-05,0.7,0.8,0.1,256
23748,192,3e-05,0.3,0.95,1.0,256
23749,128,3e-06,0.5,0.8,0.1,256
23750,128,3e-05,0.3,0.8,1.0,256
23751,192,3e-06,0.5,0.95,1e-08,256
23752,128,3e-05,0.7,0.8,1e-08,64
23753,64,0.0003,0.3,0.9,1e-08,192
23754,128,0.0003,0.5,0.8,1.0,64
23755,128,3e-05,0.3,0.8,1e-08,256
23756,192,3e-05,0.5,0.95,1e-08,64
23757,256,3e-06,0.3,0.9,0.1,64
23758,256,3e-06,0.7,0.8,1e-08,256
23759,128,3e-05,0.5,0.8,1e-08,64
23760,256,3e-05,0.5,0.9,1.0,128
23761,128,3e-05,0.5,0.8,1.0,128
23762,256,3e-05,0.3,0.9,1e-08,64
23763,192,0.0003,0.7,0.8,0.1,64
23764,192,3e-06,0.5,0.8,1.0,256
23765,64,3e-05,0.7,0.8,0.1,128
23766,128,0.0003,0.7,0.8,0.1,64
23767,64,3e-05,0.5,0.95,1.0,128
23768,128,0.0003,0.5,0.95,1e-08,256
23769,128,3e-06,0.3,0.95,0.1,256
23770,256,3e-06,0.5,0.8,1e-08,128
23771,192,3e-06,0.3,0.95,0.1,128
23772,64,3e-05,0.5,0.9,0.1,192
23773,128,3e-05,0.3,0.9,0.1,256
23774,64,0.0003,0.3,0.9,0.1,256
23775,128,0.0003,0.7,0.8,1e-08,192
23776,256,0.0003,0.7,0.8,0.1,64
23777,256,3e-05,0.7,0.95,1.0,256
23778,128,3e-05,0.5,0.95,1e-08,192
23779,192,3e-05,0.7,0.9,1.0,256
23780,192,3e-05,0.5,0.9,0.1,64
23781,256,3e-05,0.3,0.95,1e-08,192
23782,128,0.0003,0.5,0.9,1e-08,128
23783,64,0.0003,0.7,0.9,1.0,128
23784,256,3e-06,0.7,0.9,1.0,128
23785,128,3e-05,0.7,0.8,0.1,128
23786,256,0.0003,0.3,0.9,1.0,256
23787,192,3e-06,0.5,0.9,0.1,64
23788,128,0.0003,0.3,0.8,1e-08,192
23789,256,0.0003,0.3,0.95,1e-08,256
23790,256,3e-05,0.3,0.9,1.0,128
23791,256,3e-06,0.7,0.9,1.0,256
23792,128,3e-05,0.7,0.9,1e-08,128
23793,256,3e-05,0.5,0.95,0.1,192
23794,256,3e-06,0.5,0.8,1e-08,256
23795,64,0.0003,0.3,0.9,0.1,192
23796,256,0.0003,0.7,0.9,1.0,64
23797,128,3e-06,0.3,0.9,1.0,128
23798,64,3e-06,0.5,0.9,0.1,192
23799,256,0.0003,0.7,0.9,1.0,128
23800,256,3e-05,0.7,0.95,1.0,128
23801,192,3e-05,0.7,0.95,1e-08,192
23802,128,3e-05,0.3,0.9,1.0,128
23803,256,0.0003,0.5,0.95,1e-08,128
23804,64,0.0003,0.5,0.8,1e-08,64
23805,192,3e-05,0.5,0.8,1.0,64
23806,128,3e-06,0.5,0.9,1e-08,192
23807,64,3e-06,0.5,0.8,1.0,192
23808,64,3e-06,0.3,0.95,1.0,64
23809,256,0.0003,0.5,0.8,0.1,256
23810,64,3e-06,0.7,0.95,0.1,256
23811,64,3e-06,0.3,0.9,1e-08,64
23812,256,3e-05,0.5,0.9,0.1,128
23813,128,3e-06,0.5,0.9,1e-08,64
23814,128,3e-06,0.7,0.8,0.1,192
23815,128,3e-06,0.5,0.8,1e-08,128
23816,128,3e-05,0.7,0.8,1e-08,64
23817,64,3e-05,0.5,0.9,1.0,64
23818,128,3e-05,0.7,0.8,1e-08,192
23819,128,0.0003,0.3,0.95,1e-08,192
23820,192,0.0003,0.3,0.8,1.0,192
23821,64,3e-05,0.7,0.95,0.1,192
23822,192,3e-05,0.7,0.9,1e-08,64
23823,256,3e-05,0.3,0.95,1e-08,64
23824,256,3e-06,0.3,0.8,1.0,256
23825,256,3e-05,0.7,0.9,0.1,128
23826,128,0.0003,0.5,0.95,0.1,64
23827,256,0.0003,0.7,0.95,1e-08,128
23828,256,3e-06,0.5,0.9,0.1,256
23829,128,0.0003,0.7,0.8,1e-08,256
23830,64,0.0003,0.7,0.8,1.0,256
23831,192,3e-06,0.5,0.9,0.1,256
23832,256,3e-06,0.5,0.95,1e-08,192
23833,256,3e-05,0.3,0.9,1.0,64
23834,256,0.0003,0.3,0.8,0.1,64
23835,64,3e-06,0.3,0.8,0.1,192
23836,256,3e-06,0.5,0.9,0.1,192
23837,256,3e-05,0.5,0.9,1.0,64
23838,64,3e-05,0.5,0.9,0.1,256
23839,256,0.0003,0.5,0.8,0.1,192
23840,64,3e-06,0.3,0.95,1e-08,64
23841,192,0.0003,0.3,0.9,1e-08,128
23842,128,3e-06,0.3,0.95,1e-08,256
23843,256,3e-05,0.5,0.8,1.0,128
23844,256,3e-06,0.5,0.8,1.0,64
23845,128,3e-06,0.3,0.8,1.0,128
23846,128,3e-05,0.3,0.9,1.0,128
23847,64,3e-06,0.5,0.9,1e-08,64
23848,256,3e-06,0.7,0.8,1.0,128
23849,64,3e-06,0.3,0.95,1.0,256
23850,64,3e-06,0.5,0.9,0.1,128
23851,256,3e-06,0.7,0.9,1.0,64
23852,64,3e-06,0.7,0.9,0.1,64
23853,128,3e-05,0.5,0.8,1.0,256
23854,64,3e-05,0.5,0.8,1e-08,128
23855,256,0.0003,0.5,0.8,0.1,192
23856,64,3e-06,0.3,0.9,1.0,256
23857,256,0.0003,0.7,0.9,0.1,128
23858,256,0.0003,0.3,0.9,0.1,128
23859,128,3e-05,0.3,0.9,1.0,192
23860,192,3e-06,0.7,0.8,0.1,64
23861,128,0.0003,0.3,0.95,1e-08,192
23862,256,3e-05,0.3,0.8,0.1,192
23863,128,3e-06,0.5,0.95,1e-08,192
23864,64,3e-06,0.7,0.95,1.0,192
23865,64,3e-06,0.7,0.9,1.0,256
23866,256,3e-05,0.3,0.8,1.0,64
23867,192,3e-06,0.7,0.8,1.0,64
23868,128,0.0003,0.5,0.9,0.1,64
23869,256,0.0003,0.3,0.8,1.0,256
23870,256,0.0003,0.7,0.8,1e-08,64
23871,192,0.0003,0.5,0.8,0.1,128
23872,192,3e-06,0.5,0.9,0.1,192
23873,256,3e-06,0.5,0.9,1e-08,128
23874,64,3e-06,0.7,0.8,1.0,192
23875,256,3e-05,0.3,0.95,1.0,256
23876,128,3e-05,0.3,0.95,1.0,64
23877,128,0.0003,0.5,0.9,1.0,64
23878,64,0.0003,0.5,0.8,0.1,64
23879,128,0.0003,0.5,0.8,1.0,256
23880,256,0.0003,0.7,0.95,0.1,192
23881,128,0.0003,0.7,0.95,0.1,64
23882,128,3e-06,0.7,0.9,1e-08,256
23883,256,3e-06,0.5,0.9,1.0,256
23884,192,0.0003,0.7,0.8,1.0,64
23885,192,3e-06,0.5,0.9,1e-08,64
23886,192,0.0003,0.3,0.8,1.0,128
23887,64,3e-05,0.7,0.9,1.0,192
23888,64,0.0003,0.5,0.8,1e-08,64
23889,64,0.0003,0.7,0.95,1e-08,192
23890,192,0.0003,0.7,0.95,1e-08,64
23891,64,3e-05,0.7,0.8,1e-08,256
23892,128,3e-06,0.5,0.9,1e-08,256
23893,256,0.0003,0.5,0.8,1.0,192
23894,256,3e-06,0.5,0.95,0.1,128
23895,256,3e-06,0.3,0.95,0.1,128
23896,128,3e-06,0.7,0.8,1e-08,128
23897,256,3e-05,0.5,0.9,1.0,256
23898,128,0.0003,0.7,0.9,1.0,128
23899,256,3e-05,0.7,0.9,1e-08,256
23900,256,3e-05,0.5,0.9,1.0,128
23901,256,0.0003,0.7,0.8,1e-08,256
23902,128,3e-05,0.5,0.8,1e-08,256
23903,128,3e-05,0.7,0.9,1e-08,64
23904,256,3e-05,0.7,0.95,1.0,192
23905,256,3e-06,0.5,0.8,1.0,128
23906,64,3e-06,0.5,0.8,1e-08,192
23907,256,3e-06,0.7,0.9,1e-08,128
23908,64,0.0003,0.3,0.8,1.0,64
23909,128,3e-05,0.5,0.8,0.1,128
23910,256,0.0003,0.7,0.8,1e-08,256
23911,64,3e-06,0.3,0.9,0.1,64
23912,256,3e-06,0.5,0.95,0.1,128
23913,128,3e-06,0.3,0.8,1e-08,128
23914,64,3e-06,0.3,0.8,1.0,64
23915,192,0.0003,0.7,0.95,1e-08,192
23916,64,3e-06,0.3,0.8,0.1,192
23917,256,0.0003,0.5,0.95,1e-08,256
23918,128,3e-05,0.5,0.8,1e-08,192
23919,192,3e-05,0.3,0.95,1.0,128
23920,64,0.0003,0.7,0.9,1e-08,128
23921,192,3e-05,0.5,0.8,1e-08,192
23922,256,0.0003,0.7,0.95,1e-08,192
23923,64,0.0003,0.5,0.95,1.0,64
23924,128,3e-05,0.3,0.95,1e-08,192
23925,64,0.0003,0.3,0.95,0.1,256
23926,256,3e-05,0.5,0.95,1.0,256
23927,64,0.0003,0.7,0.8,0.1,64
23928,64,0.0003,0.7,0.9,0.1,64
23929,128,0.0003,0.3,0.9,0.1,128
23930,128,0.0003,0.7,0.95,1e-08,128
23931,192,3e-05,0.3,0.95,1.0,192
23932,192,3e-06,0.3,0.95,1.0,256
23933,128,3e-06,0.7,0.95,1e-08,128
23934,64,0.0003,0.7,0.95,0.1,256
23935,64,3e-05,0.7,0.8,1.0,64
23936,64,0.0003,0.5,0.8,0.1,64
23937,64,3e-05,0.5,0.95,0.1,256
23938,192,3e-05,0.7,0.8,1e-08,192
23939,128,0.0003,0.3,0.8,1.0,256
23940,256,3e-05,0.3,0.9,0.1,256
23941,192,3e-06,0.3,0.8,1.0,64
23942,64,0.0003,0.7,0.95,1.0,192
23943,192,0.0003,0.7,0.8,0.1,64
23944,128,3e-06,0.7,0.95,1e-08,64
23945,128,3e-05,0.5,0.9,1.0,192
23946,64,3e-05,0.7,0.95,1e-08,192
23947,192,3e-06,0.7,0.8,1.0,128
23948,192,3e-05,0.3,0.9,1e-08,64
23949,256,0.0003,0.5,0.9,0.1,128
23950,256,3e-05,0.7,0.9,1.0,256
23951,256,3e-06,0.7,0.95,1.0,64
23952,128,3e-05,0.3,0.8,1.0,192
23953,128,3e-06,0.5,0.8,1e-08,128
23954,256,3e-06,0.5,0.9,0.1,128
23955,256,0.0003,0.7,0.8,1e-08,64
23956,256,3e-05,0.3,0.8,1.0,256
23957,256,3e-06,0.5,0.8,1.0,128
23958,64,0.0003,0.5,0.95,0.1,256
23959,192,0.0003,0.5,0.8,1.0,192
23960,256,0.0003,0.7,0.9,1e-08,192
23961,64,0.0003,0.3,0.9,0.1,192
23962,256,3e-06,0.3,0.8,0.1,64
23963,64,3e-05,0.7,0.95,1e-08,64
23964,64,3e-05,0.5,0.8,0.1,192
23965,256,3e-06,0.5,0.9,1e-08,256
23966,128,3e-05,0.5,0.95,0.1,64
23967,256,3e-06,0.7,0.8,0.1,256
23968,64,3e-05,0.7,0.95,0.1,192
23969,192,3e-06,0.3,0.95,1e-08,192
23970,128,3e-06,0.7,0.95,1e-08,192
23971,128,3e-05,0.5,0.95,1e-08,256
23972,64,3e-06,0.5,0.8,1.0,64
23973,64,3e-06,0.7,0.95,1e-08,64
23974,64,3e-06,0.7,0.9,0.1,64
23975,128,3e-06,0.3,0.9,0.1,64
23976,192,3e-05,0.7,0.9,1.0,128
23977,128,3e-05,0.5,0.8,1.0,128
23978,192,3e-05,0.3,0.95,1e-08,128
23979,64,3e-06,0.5,0.9,0.1,128
23980,128,3e-05,0.7,0.9,1e-08,192
23981,256,3e-05,0.3,0.9,1e-08,256
23982,192,0.0003,0.3,0.8,0.1,192
23983,128,0.0003,0.5,0.9,1e-08,192
23984,64,3e-06,0.3,0.8,1e-08,128
23985,256,0.0003,0.5,0.9,0.1,64
23986,64,0.0003,0.5,0.9,1.0,128
23987,64,0.0003,0.7,0.9,1.0,256
23988,128,3e-06,0.3,0.8,1e-08,128
23989,64,3e-05,0.5,0.8,1e-08,256
23990,256,3e-06,0.3,0.95,0.1,64
23991,128,0.0003,0.7,0.95,1e-08,256
23992,128,3e-05,0.3,0.9,0.1,256
23993,64,0.0003,0.7,0.9,0.1,128
23994,192,3e-05,0.7,0.9,1.0,64
23995,256,3e-06,0.3,0.8,1.0,256
23996,256,3e-06,0.3,0.9,1.0,128
23997,64,0.0003,0.3,0.95,1.0,64
23998,64,3e-06,0.5,0.95,1e-08,64
23999,192,0.0003,0.3,0.8,1.0,128
24000,128,3e-06,0.7,0.95,1e-08,192
24001,256,0.0003,0.3,0.9,1e-08,64
24002,128,0.0003,0.5,0.8,1e-08,128
24003,256,3e-05,0.7,0.8,1e-08,192
24004,256,3e-05,0.7,0.9,1.0,192
24005,128,3e-05,0.3,0.8,1.0,192
24006,256,3e-06,0.5,0.8,1e-08,256
24007,128,0.0003,0.5,0.8,1.0,128
24008,128,3e-05,0.5,0.9,0.1,128
24009,128,3e-06,0.5,0.8,1e-08,192
24010,256,3e-06,0.7,0.9,0.1,192
24011,256,3e-06,0.5,0.9,0.1,64
24012,192,3e-06,0.3,0.8,0.1,256
24013,64,3e-05,0.3,0.95,0.1,64
24014,128,3e-06,0.5,0.95,1e-08,64
24015,64,0.0003,0.5,0.9,1e-08,128
24016,256,3e-05,0.3,0.95,1e-08,256
24017,64,0.0003,0.3,0.9,1e-08,192
24018,64,3e-05,0.5,0.8,0.1,64
24019,256,3e-06,0.5,0.8,1e-08,192
24020,128,0.0003,0.5,0.8,1e-08,128
24021,64,3e-05,0.3,0.8,0.1,256
24022,256,3e-05,0.3,0.95,1e-08,256
24023,256,3e-05,0.5,0.9,0.1,128
24024,128,3e-06,0.7,0.95,1e-08,64
24025,64,3e-05,0.7,0.95,1.0,192
24026,192,0.0003,0.5,0.9,0.1,192
24027,64,0.0003,0.7,0.8,0.1,64
24028,192,3e-06,0.7,0.95,1e-08,64
24029,192,3e-06,0.7,0.8,1.0,256
24030,64,3e-05,0.5,0.95,1.0,128
24031,256,0.0003,0.5,0.8,1.0,256
24032,128,0.0003,0.5,0.9,1e-08,192
24033,128,3e-06,0.3,0.8,1e-08,64
24034,128,0.0003,0.3,0.8,1.0,192
24035,192,3e-05,0.7,0.95,0.1,192
24036,192,0.0003,0.3,0.8,1e-08,192
24037,128,3e-06,0.5,0.9,0.1,128
24038,256,3e-05,0.5,0.9,1.0,192
24039,192,3e-05,0.7,0.9,0.1,128
24040,192,0.0003,0.3,0.9,0.1,128
24041,256,3e-06,0.5,0.9,1.0,128
24042,64,3e-06,0.3,0.8,1.0,64
24043,256,0.0003,0.7,0.8,1e-08,64
24044,192,3e-05,0.3,0.95,0.1,64
24045,64,3e-06,0.5,0.95,1.0,256
24046,256,0.0003,0.5,0.95,0.1,128
24047,64,3e-06,0.7,0.8,1e-08,64
24048,256,3e-05,0.7,0.95,0.1,128
24049,64,3e-05,0.3,0.8,1e-08,192
24050,256,3e-06,0.7,0.9,1e-08,192
24051,256,3e-06,0.3,0.9,1.0,192
24052,192,0.0003,0.3,0.95,1.0,192
24053,256,3e-05,0.7,0.8,1e-08,192
24054,128,3e-06,0.7,0.95,0.1,256
24055,192,0.0003,0.5,0.8,1e-08,64
24056,128,0.0003,0.5,0.9,0.1,256
24057,128,0.0003,0.3,0.9,1.0,192
24058,64,3e-06,0.5,0.9,0.1,128
24059,128,3e-05,0.3,0.8,1.0,256
24060,256,3e-06,0.3,0.8,1.0,64
24061,64,3e-05,0.5,0.8,1.0,192
24062,256,0.0003,0.5,0.8,1.0,128
24063,128,3e-06,0.5,0.8,1e-08,256
24064,64,3e-05,0.7,0.8,0.1,64
24065,256,3e-06,0.3,0.8,0.1,128
24066,256,0.0003,0.3,0.95,1.0,192
24067,256,0.0003,0.5,0.95,0.1,256
24068,192,0.0003,0.3,0.95,1e-08,256
24069,64,3e-06,0.5,0.95,1e-08,128
24070,128,3e-05,0.3,0.9,1.0,256
24071,256,3e-06,0.7,0.95,0.1,128
24072,128,3e-05,0.3,0.95,1.0,64
24073,64,0.0003,0.5,0.95,1.0,256
24074,64,3e-06,0.5,0.8,1.0,256
24075,192,3e-05,0.3,0.95,1.0,128
24076,64,3e-06,0.5,0.95,0.1,256
24077,64,3e-06,0.3,0.8,1e-08,256
24078,128,0.0003,0.3,0.9,1e-08,128
24079,64,3e-06,0.7,0.95,1.0,64
24080,256,3e-06,0.7,0.8,1.0,256
24081,64,3e-06,0.5,0.9,1.0,64
24082,128,3e-05,0.7,0.9,0.1,192
24083,64,3e-06,0.5,0.9,1e-08,192
24084,256,3e-05,0.7,0.8,1e-08,256
24085,64,0.0003,0.5,0.95,1.0,64
24086,256,3e-05,0.7,0.95,1e-08,256
24087,64,3e-06,0.7,0.9,0.1,128
24088,128,0.0003,0.5,0.95,1e-08,64
24089,128,0.0003,0.3,0.9,1e-08,128
24090,256,3e-06,0.5,0.95,1e-08,64
24091,256,3e-06,0.7,0.8,1.0,256
24092,256,3e-05,0.7,0.95,1e-08,192
24093,256,3e-06,0.7,0.8,1.0,192
24094,128,3e-05,0.5,0.9,0.1,64
24095,128,3e-05,0.5,0.8,1.0,128
24096,192,0.0003,0.5,0.9,1.0,192
24097,256,0.0003,0.3,0.8,1e-08,128
24098,256,3e-06,0.5,0.9,1.0,128
24099,64,0.0003,0.5,0.8,1.0,192
24100,256,0.0003,0.3,0.8,0.1,256
24101,64,3e-05,0.5,0.9,0.1,128
24102,192,3e-05,0.3,0.95,1.0,128
24103,64,3e-05,0.5,0.95,0.1,64
24104,64,0.0003,0.7,0.9,1.0,192
24105,256,3e-06,0.7,0.9,1.0,256
24106,128,0.0003,0.7,0.9,1e-08,64
24107,192,0.0003,0.3,0.95,1.0,256
24108,64,3e-06,0.3,0.8,1.0,256
24109,128,3e-05,0.5,0.95,0.1,64
24110,128,3e-06,0.7,0.9,1e-08,64
24111,192,3e-05,0.7,0.95,1.0,64
24112,128,0.0003,0.7,0.95,1e-08,64
24113,64,3e-05,0.5,0.95,0.1,64
24114,64,3e-05,0.5,0.95,0.1,128
24115,256,3e-05,0.5,0.9,1.0,192
24116,256,3e-05,0.7,0.9,0.1,64
24117,128,3e-06,0.3,0.9,0.1,192
24118,128,3e-05,0.5,0.9,0.1,192
24119,192,3e-05,0.3,0.8,1e-08,128
24120,128,0.0003,0.3,0.9,1.0,64
24121,64,3e-06,0.5,0.9,1.0,256
24122,64,3e-05,0.7,0.95,1e-08,64
24123,256,3e-06,0.7,0.95,1e-08,128
24124,256,3e-05,0.3,0.8,0.1,256
24125,64,0.0003,0.3,0.95,1e-08,192
24126,192,0.0003,0.7,0.8,0.1,128
24127,64,0.0003,0.7,0.95,0.1,256
24128,128,3e-05,0.7,0.95,0.1,128
24129,256,0.0003,0.3,0.8,0.1,64
24130,64,0.0003,0.3,0.95,1.0,64
24131,256,3e-06,0.7,0.8,1.0,128
24132,192,3e-05,0.7,0.8,1e-08,64
24133,64,0.0003,0.5,0.95,0.1,128
24134,256,3e-05,0.3,0.8,0.1,256
24135,128,0.0003,0.7,0.95,1e-08,128
24136,256,3e-05,0.5,0.8,1.0,128
24137,64,3e-06,0.3,0.95,0.1,256
24138,64,3e-05,0.7,0.95,0.1,192
